TEH,MQ3,MQ4,MQ5,MQ135
OOLONG,652.9223322374318,995.0269250521317,2143.2882184423534,989.5261812696381
OOLONG,653.4118843043578,570.042007618262,1958.2528904915166,1047.626927559254
OOLONG,614.3098736299034,759.1648261818684,2045.616789315935,950.0212590582958
HIJAU,436.1159080217633,938.6865359639778,2441.4648087765254,1177.3035290847251
OOLONG,734.1209982356952,870.3843088771023,1886.1026378007741,824.9223477142225
OOLONG,528.3120259886944,848.507870497634,2461.190563823914,771.4272517691164
OOLONG,474.60740415994167,851.2420419935546,2405.3506419560636,1121.1594769136761
HIJAU,416.3100566219056,679.7455756098776,1695.7911347892964,734.1575031116715
OOLONG,636.3571772752967,646.7959221322467,1569.3613008751654,1177.933523664367
OOLONG,671.0257447369129,904.6805777392568,1600.7780013774266,607.2926848138898
